"","X1","X2","MeanDecreaseAccuracy","MeanDecreaseGini"
"Anaerolineaceae",-0.324621755412149,-1.05018152983986,-0.868425070167203,0.0836018168980267
"Caldilineaceae",0.986668663004559,0.509907748392553,0.909081292577498,0.0508433696209883
"Crocinitomicaceae",0.619270473169358,-0.155907328527366,0.242780237763567,0.0470135205821146
"Cyclobacteriaceae",-0.303989716930389,-2.17777921339816,-1.39443427283084,0.166295373560076
"Flammeovirgaceae",-2.03831142977567,-0.00764418693924137,-1.2886049508802,0.11030856411327
"Bernardetiaceae",0.503558256742042,-2.94691068003263,-1.48440261866561,0.0556291816604659
"Saprospiraceae",-1.1630259583911,0.362618156655373,-0.502281417481979,0.0251988183569047
"Ignavibacteriaceae",-1.15439990632499,-0.474369699557768,-1.15435832751839,0.019974929007266
"Parachlamydiaceae",-1.7871571198592,-2.33139874393139,-3.01608828995203,0.0513197306658608
"Methanocaldococcaceae",-1.55501772135843,0.340145248330708,-0.375746999942027,0.0777963419470077
"Tissierellaceae",0.430535860891316,-0.64824854490805,-0.123287010419155,0.043061665143935
"Microcoleaceae",0.502073996970628,-0.149510889139464,0.248006095300645,0.0972583580226571
"Granulosicoccaceae",-0.694558665607867,-1.10851367876809,-1.10870096059593,0.0667549256407388
"Methanomassiliicoccaceae",-0.868073713594907,-1.46688577256062,-1.40145745739316,0.0345868974748728
"Cohaesibacteraceae",-0.751874118106177,-1.81913569153682,-1.47378815702396,0.0255744078494386
"Scytonemataceae",-0.47151938698971,-0.255721219968124,-0.381243186454972,0.0676670426890454
"Segniliparaceae",0.854148625664095,-1.05458666690696,-0.702689801380454,0.0113296567206145
"Salinivirgaceae",-0.913055363174412,1.58807638963709,0.254049395998832,0.0599721753437295
"Chlorobiaceae",2.95162433785797,-1.89375269645465,1.22930962479481,0.177383874951873
"Fervidobacteriaceae",2.08915376436408,-0.689882972302921,1.06314145016615,0.0754862351846686
"Chlamydiaceae",0.00137432068431369,-2.16676736253082,-1.2579833880714,0.0804577656714929
"Haloferacaceae",0.588456555473308,-1.26942958527011,-0.557358465114137,0.0982068362099685
"Halorubraceae",-2.35422037989612,-1.75806017983309,-2.75826988481574,0.0429282488512498
"Moritellaceae",-2.30890226557889,-1.78926305184264,-2.55446308008075,0.0573437224699777
"Oleiphilaceae",-0.572106355169946,-1.26563306825341,-1.21149754742673,0.040007052976574
"Thiotrichaceae",0.808873706590255,-2.92888063864725,-1.93933505783941,0.0447648463942644
"Sterolibacteriaceae",0.443076861878841,-1.01167478415938,-0.389195611658162,0.0936432006704133
"Gallionellaceae",-0.668066024170977,-1.70804349546916,-1.77384274957973,0.0554160324598719
"Rhodocyclaceae",-1.30943882966242,-1.81826976358527,-2.00424263801202,0.0611249922031428
"Chromobacteriaceae",0.52558309945362,-0.938242524232506,-0.117663265043747,0.102300316086952
"Desulfohalobiaceae",-1.74288690731765,-2.55005948698666,-2.64816233697948,0.0153267848886334
"Sandaracinaceae",0.907265341954143,-1.6942710928938,-0.583939249034739,0.0394720916021313
"Kofleriaceae",1.29549807928713,-1.49894504652342,-0.424156343484445,0.0555026186178113
"Syntrophobacteraceae",-0.269092068356959,-1.19637024504959,-0.850903889624351,0.0457468983638615
"Streptosporangiaceae",3.40835605146571,-0.71419799213639,1.73246645227058,0.0514266398345643
"Catenulisporaceae",1.2392944951756,-1.56024653304938,-0.182737978011977,0.0366419789481017
"Peptostreptococcaceae",1.13263937271697,-1.10828879931423,0.171268953711773,0.131288170190579
"Thermodesulfobiaceae",0.156427761995538,-0.680088708663183,-0.482647615982015,0.0303238588963857
"Microcystaceae",-2.39589563210463,-1.40431151210671,-2.62719282869941,0.0893210514211318
"Aphanothecaceae",-0.612686928877287,-2.24779452195118,-2.09396279572838,0.0603313604904214
"Gloeobacteraceae",3.51947450260066,-1.99549226040957,0.909496361467937,0.0659081573960605
"Trueperaceae",-1.18983008839318,-0.361573485106198,-1.09152534404172,0.0332099821373135
"Muribaculaceae",1.56438413870517,-0.676884906386785,0.549710092343902,0.0423981355827793
"Marinilabiliaceae",-0.162298004132187,-0.278893456835241,-0.384828195270854,0.0524389575010304
"Gemmatimonadaceae",2.6285072720982,-1.66588966989876,0.84259348121653,0.0898502699146978
"Solibacteraceae",1.33910571453937,2.01280106446036,2.28438003316347,0.0618979897907102
"Thermodesulfobacteriaceae",1.37486814146084,-1.51206399322506,-0.113315505687393,0.0704068156549275
"Halobacteriaceae",1.09665145663388,-1.03467446627164,0.102097394542454,0.0637209650021996
"Thermoproteaceae",0.145860101742304,-0.0240066690880263,0.190690108641414,0.0570465684960452
"Psychromonadaceae",0.665140877327179,-1.08131156544938,-0.406775199366507,0.0684249362223518
"Hyphomonadaceae",-0.1678786482593,-1.68701035559676,-1.30475188710936,0.0934959633947503
"Selenomonadaceae",0.469605249179274,-0.728727977848789,-0.353797164999961,0.0568763739176422
"Cryomorphaceae",-1.87409378473103,-2.88070514686536,-3.05901445680242,0.0521684150659449
"Magnetococcaceae",-0.0859709440453326,-0.161562218326591,-0.256748491438281,0.0365037118763143
